person_id,ability
3100,"Created API endpoints, Developed internal web applications, Managing legacy websites, Participating in technology discussions, Troubleshooting and on-call support, Documenting processes, Designing websites, Troubleshooting client issues, Improving client websites, Collaborating with coworkers, Meeting deadlines, Editing and proofreading"
3101,"PSD to HTML using Bootstrap, Converting HTML sites to WordPress Sites, Graphic Design for Banners ads campaigns(PPC-Gmail) and Websites Layouts, Design and maintain company website, Graphic Design for PPC Campaigns and Websites Logos, Design and Develop 1 - 2 websites per day using Wordpress for Future SEO and SEM campaigns, Video Production and Video Editing of live events for a number of clients, Provided timely maintenance and support for all clients, Developed web sites in WORDPRESS and DRUPAL, Front end and back end development - HTML / CSS, Design & Development of Magento e-commerce websites, Design & Development of Volusion e-commerce websites, Operated under strict deadlines and organized team to ensure such deadlines were met, Design and development for the company website as well as monthly hot pages for events and upcoming clothing collections, Graphic design for magazine, billboard and catalogue ads as well as flash banners for web, Movie editing in Adobe Premiere CS4 and CS5"
3102,"AEM Customization, CQ Component Development, Template Development, Workflow Development, OSGI Services, Sling Servlets, Scheduler Jobs, Maven Build Management, Web Services Integration, AngularJS Development, Responsive Web Design, RESTful API Integration, Agile Development, Continuous Integration, Content Migration, DAM Asset Management, Multi-Site Management, User Interface Design, Front-end Development, Java/J2EE Development, Spring Framework, Hibernate, Database Design, Web Services (SOAP, REST), Source Code Management, Build Automation"
3103,"Front End Web Development, Content Writing, Responsive Web Development, CMS Development, Team Management, SEO, Branding, Graphic Design"
3104,"creative problem solver, building interactive digital experiences, UX accessibility and usability expertise, user flow creation, new design and functionality introduction, architecture documentation, UI refactoring, CSS/LESS/SASS maintenance, style guide creation, developer collaboration, expense report application design and development, website design and development, logo and branding design, internal software design and development, K12 procurement software design and development, dental software design and development, PDF viewer development, high fashion e-commerce design and development, senior citizen application design and development, company merger website and identity design, hardware provider website design and development, alternative medicine payment software design and development, recruiting platform feature development, small business website development"
3105,"Prototyping, User Testing, Style Guide Creation, Homepage Redesign, Front-end Development, UX Process Implementation, User Interviews, Responsive Design, Web Development, Usability Improvements, Marketing Asset Design, Market Research, Project Management, Rebranding, Ecommerce Design, UX Improvements, Web Design"
3106,"Frontend Development, UI Design, UI Library, Consistent UI and Code, User-Centered Experiences"
3107,"RPA Developer, Research Assistant, Robotic Process Automation, UiPath, Blue Prism, Tableau, MS Excel, HTML/HTML5, CSS/CSS3, JavaScript, jQuery, SASS, LESS, SCSS, React, Angular 2.0, SQL, SQL Server, MySQL"
3108,"Build a Web presence from the ground up, Write well-designed, testable and efficient code, Fast learner, hard worker and team player, Proficient in an array of scripting languages and multimedia Web tools, Authorized to work in the US for any employer"
3109,"2+ years of industry experience in Administration, 3+ years of industry experience as a Developer, Front End Applications and Web Development, Developing applications using IDE's like Notepad++, Analytical, problem solving, debugging, documentation and excellent communication skills, Effective team player, smart worker, research oriented, and highly motivated self-starter, Efficient at meeting deadlines, working under pressure, and managing multiple tasks simultaneously"
3110,"Web Development, AngularJS, Angular 2/4, C#, ASP.NET, ADO.NET, XML, Web Services, WCF, WPF, MVC, JavaScript, jQuery UI, HTML5, CSS3, SASS, Bootstrap, Entity Framework, LINQ, SQL Server, Stored Procedures, Triggers, Agile-Scrum, Waterfall, Extreme Programming, IIS, Apache, Debugging, Testing, NUnit, Jasmine, Team Foundation Server, JIRA, GIT, Mercurial"
3111,"Expertise in developing front-end systems, Extensive experience in developing Web based applications and Client/Server applications, Expertise in client scripting language and serve side scripting languages, Experience in enterprise technology with ability to contribute to typical JEE stack, Good experience in working with Team Development for Sitecore, Extensive working experience in Sitecore platforms like Web Content Management, Developed ANT scripts and used MAVEN tool to build and deploy J2EE Applications, Used High charts and d3.js for creating Graphs and charts, Provided SharePoint best practices and advice, Experience in Software Development Life-Cycle (SDLC), Strong knowledge in cross browser compatibility issues and W3C standards, Good Knowledge in using Dojo Components and integrating back-end applications with AJAX driven web 2.0 front-end using OO JavaScript framework, Using Spark-Streaming APIs to perform transformations and actions on the fly, Good understanding knowledge in installing and maintaining Cassandra, Worked under AWS management tools such as (EC2, EBS, ASG, RDS, R53), Developed AWS Cloud Formation templates, Developed Ansible scripts for an automated server provisioning and Docker images for app isolation, Good knowledge on Dockers components like Docker swarm Engine, Docker Registry, Docker Notary, Experienced with implementing different features of Bootstrap, Extensive experience as web developer with a strong background working on open source technologies, Strong Experience in database design using PL/SQL to write Stored Procedures, Functions, Triggers, Design and implement security system for GIS data access, Experienced in developing web applications using MVC & MVVC Architecture, Following Test-Driven Development (TDD) programming technique to write clean code and test the functionalities, Experience in using testing Tools JUnit, Selenium, Gherkins, and Jasmine, Setup Drupal environment for local, QA, Dev, staging, Extensive Drupal experience and active in the Drupal Community, Experience working on scalable environment using Agile/SCRUM methodologies, Extensive experience in developing web page quickly and effectively using jQuery, HTML5, CSS3, Ability to develop optimum and user-friendly web solutions and provide web, graphic and interactive programming, Effective problem-solving skills, outstanding interpersonal skills, good in written and verbal communication, Ability to work independently as well as within a team environment, Driven to meet deadlines, Motivated to produce robust, high-performance software, Proficient in adapting and applying new technologies"
3112,"Front-end Web Development, Angular 4/5/6, React_JS, Responsive Web Design, HTML5, CSS3, JavaScript, jQuery, AJAX, Node.JS, SQL, MVC, UML, Object-oriented Analysis and Design, D3JS, CSS Styling, Front-end Technologies, Version Control, Agile Methodology"
3113,"J2EE, JAVA, JSP, HTML, WEB SERVICES"
3114,"Robotic Process Automation, Blue Prism, Solution Design, Process Automation, Mainframe, Windows, Browser-based Applications, Agile Methodology, Scrum, Work Queues, Control Room, Documentation, Angular.js, HTML5, CSS3, JavaScript, jQuery, JSON, Responsive Design, SDLC, Adobe Flash, Adobe Illustrator, QA Testing, SASS, Android Development, Java, Android Studio, Ionic, Typescript"
3115,"Team Lead of Multi-Product Submission, Developed responsive React/Redux/SCSS component library, Implemented in-depth analytics, Worked closely with UX team, Thorough unit test coverage, Spearheaded cross-team collaboration, Handled all I Hate My Job programming, Architected modular component and data pipeline, Refactored jQuery web chat widget component, Created portable, fully-functional, cross-browser, scalable slot machine, Engineered interactive, cross-browser video player"
3116,"Over 6 years of professional experience in all phases of software development life cycle, Experience in Client Scripting language and server side scripting languages, Developed user interface by using the ReactJS, Flux for SPA development, Experience with Gulp/Grunt task runner and combined with Node, Bower package manager to install JavaScript latest version of libraries, Experience in developing Graphic User Interface (GUI) to display report data using D3.js with Cross-browser compatibility and Web application scaling, Experienced in collaborating with Design team/UX team/ business stack-holder to understand and translate the requirement into web applications, Extensive experience on implementing the AJAX with rich features like deferred, promises, pipe, and callback functions, Experience in creating user interface widgets using jQuery, Bootstrap and AngularJS, Rich experience with development using AngularJS extensive features for loading views in a Single Page Application, MVC structure for JavaScript files, data-binding using Angular JS directives and also building custom directives, Experience in the developing applications for different platforms like web browser, iOS, Android, and Chrome OS, Strong expertise in the iterative Agile and Scrum development methodologies for software development, Extensive experience using JSF, Servlets, JSP, JDBC, JMS, JSTL and JNDI, Experience with Jasmine and Karma for Unit Testing, Experience using JIRA for defect tracking, Excellent communication skills to discuss the projects with technical and non-technical SME's and also during the sprint meetings for Agile as well as Scrum development methodology, Great ability to write clearly, maintainable, well-documented, well-commented and efficient code for web development, Experience in using revision control systems CVS, Git and Jazz, Working experience on tools like Sonar and Jenkins, Experience working with a wide range of applications in all phases, Known for ability to multi-task and work on different applications at the same time, Proven track record demonstrating innovative and unique designing skills, computer proficiency, ability to work in a stressful environment with projects and interaction with every team member, Team player, Quick learner, Hard- worker, Self-Motivated and Strong interest in Front End Development"
3117,".Net Developer, Maintained Desktop and Web Products, Converted On-Premise Team Foundation Server to Azure Dev Ops, Introduced DevOps, Front End Development with Vuejs, Managed, designed and developed a custom CMS, Integrated automated builds, unit tests, and deployments, Developed mobile apps for iOS and Android, Xamarin Team Lead, Assisted on the Xamarin mobile development, Tested app life cycle states using a POC in Xamarin, Integrated notifications and pushing data into app, Provided development services and key project support to key clients, Developed and implemented a web app scheduling trucks (logistics), Upgraded the standard indicator programming language editor, Developed Android apps, Created a java application that redefined our custom software process"
3118,"Pixel Perfect UI, Efficient Backends, Web Standards, Self-Learning"
3119,"Agile, Scrum, HTML5, CSS3, JavaScript, jQuery, NodeJS, Angular 2, Angular 4/5, Material Design, RXJS, NgRx, Lazy Loading, TDD, Jasmine, Karma, Bootstrap 4, SASS, Git, AngularJS, Regular Expressions, Express-Session, JSON Web Tokens, ng-react, HTTP, ui-router, NPM, Bower, Grunt, Gulp, Webpack, Dependency Injection, QUnit, Flux, React-Router, React Components, React Forms, React Events, React Keys, React Router, React Animations, Web Services, SOAP, RESTful, Redux, React-Dnd, JSP, JUnit, jQuery Fusion Charts, Responsive Web Design, Single Page App, Typescript, Protractor (E2E)"
3120,"Website Design, Search Engine Optimization, Digital Marketing, Data Entry, Project Management, Web Development, Content Management"
3121,"Driven, Attention to Detail, Excellent Communication, Problem Solver, Multi-tasking, Project Completion, Dynamic Environments, Collaborative, Proficient in Spanish"
3122,"UI development, Front end development, Rich user interface design, development, documentation, standards, media (screen, mobile, touch interface) compatibilities, application architecture, wireframes, project and team management, developing and updating a web page quickly and effectively, HTML5, CSS3, AngularJS, JavaScript, JQuery Mobile, webpage cross browser compatibility, Responsive design, Web protocols and standards (HTTP, HTML5, XHTML, CSS3, Web Forms, XML, XML parsers), creating table free (div based) hand written HTML/HTML5 pages using CSS/CSS3, JavaScript and JQuery for manipulating the mark-up and data operations using JQuery AJAX, implementing web application using Angular JS framework, IDE's like Microsoft Visual Studio, Adobe Dreamweaver, Eclipse and NetBeans, debugging tools like Firebug and built in IDE debuggers for troubleshooting existing code, developing applications using waterfall, RAD and Test Driven methodologies, version controls like SVN and TFS and project management tools like JIRA and ASANA, UML design, AngularJS, ReactJS, jQuery, jQuery UI, Backbone.js, Node.js, DOM manipulation using JavaScript, JQuery, Angular JS, relational databases, Oracle 9i/10g/11g, DB2, and MySQL, developing Web Services to expose useful functionality to web users through SOAP and REST, Browser testing, knowledge of cross-browser/cross-platform compatibility, usability testing including user profiles and personals, task analysis, contextual research, test moderation, and reporting, AGILE and SDLC based development environment and participating in SCRUM sessions, implementation of Web Analytics -Site catalyst using AngularJS, NodeJS, developing Object-Oriented Web applications using MVC architecture, Windows XP, Vista, 7 and UNIX, analytical skills, writing clear, well-documented, well-commented and efficient code for web development, problem-solving, organizing, communication and planning skills, with ability to work in team environment"
3123,"Dynamic, Innovative, Skilled, Experienced Frontend Developer, Software life cycle phases, Requirement Analysis, Implementation, Estimating timelines, Front End/User Interface (UI) Technologies, HTML4/5, CSS2/3, DHTML, JavaScript, jQuery, AngularJS, ReactJS, Angular4/6, Kendo, Bootstrap Framework, AJAX, JSON, XML, Government projects, Internal and public facing, Angular4/6, Kendo UI, Bootstrap, Responsive application, SASS, CSS3, Bootstrap, Kendo stylesheets, Accessible web pages, CSS Background, CSS Positioning, CSS Text, CSS Border, CSS Margin, CSS Padding, CSS Table, Pseudo Classes, Pseudo Elements, CSS Behaviors, Object Oriented Programming, JavaScript, DOM, Functional programming, JavaScript, Front- end design patterns, Agile methodology, Team work, Solving difficult UI problems, Enterprise grade code quality, UI component architecture, DOM Layout, DOM Functions, JavaScript functions, Cascading Styles, Cross-browser, Fire Bug, Developer Tool Bar, JavaScript, jQuery, User interactions, Responsive web applications, Twitter Bootstrap, AngularJS, Media queries, Single Page Applications (SPA), AngularJS, JavaScript, jQuery, Bootstrap, CSS3, HTML5, MVC Architecture, AngularJS, Angular custom directives, Filters, Services, Angular-animate, Angular-Cookies, Angular-Filter, Angular-Mocks, Angular-Recourse, Angular-Route, Angular-Sanitize, Angular-Touch, Angular-UI-Bootstrap, Dependency Injection, Promises, Services, Scopes, Controllers, Directives, Responsive web design, Bootstrap framework, CSS3 media queries, JavaScript validations, Object oriented code, jQuery, jQuery plugins, AJAX, Dynamic HTML, JSON, JS with Bootstrap, Node.js, Cross browser compatibility, Mozilla Firefox, Google chrome, Safari, Internet Explorer, RESTful, SOAP web services, Application to Application, GitHub, SCRUM meetings, Project status, Issues, Stand-up meeting, Project progress, Waterfall, Agile (SCRUM), Jasmine, Karma, Programming, Multi-platform environment, Prototypes, HTML5, CSS3, Kendo UI, JavaScript, JQuery, SASS, Bootstrap4, Kendo + Angular6, Responsive designs, Kendo controls, Drag and drop, Kendo grids, JavaScript, JQuery, Multi columns, Detail rows/cell, Filter row, Pagination, Selected rows, Modified headers, Combined columns, Kendo + Angular6 grids, Bootstrap, Responsiveness, Reusable components, Angular, Kendo, Bootstrap, CSS3, SASS, npm NodeJs, Dotnet Core 2, Kendo Angular grid, User data, User dashboards, Angular directives, Kendo properties, Datepicker, File Upload, Combo Box, Dropdowns, Angular directives, Kendo properties, Routing, Modules, Navigation, ngClass, ngIf, Accessibility, WAVE, AXE, SortSite, W3C AA standards, ARIA, Color contrast, Application structure, Prototypes, Application, TFS, GIT, User stories, Tasks, Waterfall, Agile, Cross-browser compatibility, React.js, Web pack, Node.js, Middleware, Redux-Promise, RESTFUL services, Reducers, Actions, Store State Tree, React-router, Bootstrap, Responsive Web design, Action dispatch, Dynamic Functionalities, AngularJS, Data binding, Server synchronization, Angular JS directives, Filters, Sass CSS, Inline styles, React Components, React Component Library, jQuery validations, Browser compatibility, Cross-functional teams, Web API, Node JS, Express JS, RESTful web services, jQuery, Angular JS, Reusable custom directives, AngularJS transclude, restrict, event handlers, templating, Reusable templates, Style sheets, UI standards, Guidelines, Responsive application, Mobile devices, Web platforms, Browsers, Business system analyst, UI modules, SOAP UI, SOAP request, AJAX, Server communication, User experience, Web Logic Application Server, Scalable solutions, NoSQL database, Agile Scrum process, HTML4/5, CSS3, JavaScript, JQuery, Internal standards, Guidelines, CSS Selectors, Classes, ID's, Pseudo classes, Inheritance, Cascade concepts, Box model, Fixed width, Web pages, Internal portals, Data insertion forms, JavaScript validations, Cross-Browser compatibility, Table less web applications, CSS, HTML, W3C standards, Java core concepts, Collection Framework Interfaces, List, Set, Queue, Map Interface, AJAX, JavaScript, Business server side components, JDBC, MySQL, CRUD operations, Visual Studio IDE, Unit Testing, Integration testing, JSON, Modal dialog, User input, User requests, HTML 4.01, UI design, Internet sites, Applications, Web page layouts, HTML, CSS, Cascading Style Sheet (CSS), Presentation, Structure, JavaScript, Dropdown menus, Pop up Screens"
3124,"Pixel-perfect Front-End Developer/Designer, Specializes in React, Passionate about UI/UX, Nearly 10 years of experience, Background in design, Completed total rebuild for RMS corporate website, Used React to build custom components and page templates, Created best content creation experience for company, Ensures website qualifies as a Progressive Web App (PWA), Audits and maintains high performance, accessibility, best practices, and SEO, Leverages JAMstack with React, HTML5, CSS3, SASS, GraphQL, and Bootstrap"
3125,"Creating responsive websites, Analyzing customer needs, Working with teams, Manipulating multimedia content, Learning and adapting in a fast-paced environment"
3126,"Extensive experience in IT Industry developing web-based applications and UI applications, Knowledge and experience in working with SASS/LESS as CSS preprocessors and modern techniques such as Flexbox, Experience on developing Responsive web application using Flex, Grid Layouts and Bootstrap, Extensive knowledge on HTML 5 features like local storage, GEO api location, multimedia canvas, Experience in building Single Page Application (SPA) using Model View Controller (MVC) framework such as AngularJS, Experience in AngularJS for building apps and declarative templates with data-binding, created some custom directives in the application, Pleasant experience in developing various screens for the front end using ReactJS and used various predefined components from NPM (Node Package Manager) and Redux library, Experience using AJAX to create interactive web applications, Pleasant Experience in ReactJS for creating interactive UI's using One-way data flow, Virtual DOM, JSX, React Native concepts, Expertise in creating User Controls, Web Forms and client-side validations using JavaScript, Knowledge on Typescript, Angular2 for mobile applications, web API and browser clients, Created Typescript reusable components and services to consume REST API's using Component-based architecture provided by 2, Created reusable templates using Angular directives and worked with NPM package manager tools (Node JS), Used Angular 2 framework to bind HTML (views) to JavaScript objects (Controllers) and model values, Worked with Angular.js routers, forms, DOM, events, expressions, controllers, filters and Http Request, Knowledge in testing/building tools like Grunt, Jasmine, Karma and Jenkins, Experience with Grunt, Gulp and Bower modules of NodeJS, Experience in Software Configuration Management using Version Control Software such as SVN and GIT, Involvement in using various IDE's, Sublime Text Editor, Notepad++, Eclipse, WebStorm, Extensive experience working in both AGILE/SCRUM and SDLC based development environment and participating in SCRUM sessions that includes Analyzing, Designing and Coding"
3127,"Design, Development, Implementation, Maintenance, HTML, CSS, JavaScript, jQuery, AJAX, DOM interaction, WordPress plugins, WordPress themes, WordPress widgets, Php, Angularjs, Angular material, Bootstrap UI, Content management system, WordPress migration, HMI systems, Node.js, SEO optimization, Site latency reduction, Atlassian content management system, Atlassian customization, Atlassian administration, User training, Offshore team collaboration, Marketing team collaboration, Business requirements capture, Software requirements capture, Multi-tasking, Quick adaptation, Healthcare domain experience, Retail domain experience, Analytical skills, Interpersonal skills, Written communication skills, Verbal communication skills, Creative thinking, Innovative thinking, Zeal to succeed"
3128,"Visual studio, Git, Doubleclick, Iis, Perforce, Jira, Illustrator, Photoshop, Front End, Javascript, Angularjs, Front-End, Angular, User Interface, UI, Jquery, HTML5, Bootstrap"
3129,"Front-End, HTML5, Front End, Node, UI, User Interface, Angularjs"
3130,"Graphic design, Sketching, Illustrator, Visualization, Prototyping"
3131,"Agile Environment, Requirement Gathering, Analysis and Design, UI Layouts, Front-end Programming, HTML5, CSS3, AngularJS, AngularJS 2.0 Lazy Loading, Ahead of Time Compilation, Typescript, Component-based Programming, Java, ECMAScript, JavaScript, Babel, Angular, JSON, Spring MVC Framework, MVC Architecture, Unit Testing, JUnit Testing, JSP, OOP Design Patterns, ECMAScript, CSS3 Features, AngularJS 2.0 Reactive Forms, Form Builder, NodeJS Proxy, Express JS, Twitter Bootstrap, Responsive Web Design, MongoDB, AngularJS 2.0 Directives, AngularJS 2.0 Filters, Node.js, Angular.js, MVC Frameworks, AJAX, $http Service, JSON, XML, SASS/SCSS, Java, Cross Browser/Platform Compatibility, Firebug, Restful Services API, Hibernate, Oracle Database, Gulp, NPM, Grunt, Express, Unit Testing, Karma/Jasmine, JIRA, Software Development Life Cycle, Analysis, Development, Implementation, Testing, Support, Agile Development, SCRUM Methodology, Angular.js UI, Angular.js Bootstrap, ng-grid, UI Components, Bootstrap, Responsive Web Design, AJAX, JSON, MongoDB, ExpressJS, AngularJS, Node.JS, REST API, TypeScript, Component Based Architecture, Angular, MongoDB, Locking, Transactions, Indexes, Sharding, Replication, Schema Design, SASS, LESS, Grunt, Gulp, Node JS, Cassandra, Java API, Ember JS, Chrome Developer Toolbar, JavaScript, JSON, AJAX, Express JS, Mongoose, JQuery, Jenkins, AJAX, W3C Standard, HTML, CSS3, JavaScript, jQuery, AngularJS, W3C Standards, Cross-browser Development, HTML Templates, Handlebars, MVC Design Pattern, AngularJS Custom Directives, AngularJS Dependency Injection, AngularJS MVC, AngularJS Routing, Marionette, CSS Basics, CSS 3 Media Queries, CSS 3 Pseudo Classes, Node.JS, Hibernate, Oracle Database, MEAN Stack, Responsive Web Design, Bootstrap, Media Queries, JavaScript, jQuery, AJAX, JSON, Agile Methodologies, Scrum, Cross Browser Testing, Cross Platform Testing, Pair Programming, Test Driven Development, Google Chrome Developer Tools, Firebug, CSS Styles, Screen Objects Positioning, Client-side Validations, JavaScript, jQuery, JSON, XML, AJAX, Wireframes, HTML, jQuery, Bootstrap, Rich Internet Web Pages, Custom Date Picker, Cross-browser Web Interfaces, Speed, File Size, Readability, Accessibility, JSON, HTML, CSS, JavaScript, Firefox Firebug, Google Chrome JavaScript Debugger, Form Validations, HTML, CSS, JavaScript, Client-side Validations, HTML, CSS, JavaScript, Fusion Tables, SQL Queries, MySQL, JSON, Data Visualization, Dynamic Graphs & Charts"
3132,"UI/Front End Development, Web Development, Angular, JavaScript, jQuery, HTML5, CSS3, Responsive Design, Agile Methodology, Version Control, Problem Solving, Team Player"
3133,"Translating UX/CX designs and wireframes to high quality front-end code, Developing web pages using HTML/HTML5, CSS/CSS3, LESS, JADE, JavaScript, jQuery, React JS, Redux, Angular, Node.js, JSON, XML, Ajax, Bootstrap, Developing single-page applications (SPAs), Customizing CSS framework like Bootstrap using CSS pre-processors LESS and SASS, Implementing CSS techniques like Media Queries and Flexbox for developing hybrid applications, Creating visual representations of data using D3.js, Analyzing the Document Object Model (DOM) Layout, DOM Functions, and JavaScript functions, Cascading Styles across cross-browser, Developing SPA using React JS framework, Developing SPA using Angular JS, Working with Node.js and NPM modules, Using JavaScript Task runners Grunt, Gulp, Groovy Bower, Interacting with APIs, RESTful Web Services using AJAX, JSON, Optimizing custom UI Components/ Plugins for maximum performance, Using Unit.js testing framework along with Jasmine, Karma test runners, Performing Accessibility testing using JAWS, Voiceover and Talkback multiple screen readers, Using Bug tracking tools like JIRA, HP Quality Center and Clear Quest, Using Version Control tools like GIT and SVN for Source Code management, Using Jenkins to trigger the feature environment builds and deploy the code, Using maven to build the front-code and generate the WAR file, Using IDE tools such as Notepad++, WebStorm, Eclipse, Sublime Text Editor and Visual Studio Code, Debugging the Front-code using Chrome Dev Tools, Web inspector and in-build dev tools"
3134,"HTML5, CSS3, JavaScript, TypeScript, AngularJS, Angular2/4/5/6/7, Ionic, JSON, PHP, Bootstrap, Backbone.JS, ReactJS, Redux, Agility.JS, Knockout, ExtJS, Responsive Web Design, SASS, LESS, Grunt, Jasmine, AJAX, XML, SOAP, REST, MVC, Weblogic, Apache Tomcat, Node.JS, jBoss, Jenkins, GitHub, SVN, Perforce, Bitbucket, Chrome Developer Toolbar, Firebug, IE Developer Toolbar, Safari Web Developer, Batarang, JSP, JDBC, JMS, JNDI, UDDI, Hibernate, Design Patterns, EJB, Swing, Servlets, Web Services, Struts, Spring, MVC, ATG, Junit, Easy Mock, AJAX, JUnit, Bower, GULP.JS, Karma, Jasmine, PL/SQL, MongoDB, MySQL, MSSQL, Shell-scripting"
3135,"Customer Service, Sales, Retail, HTML5, JavaScript, JQuery, SASS, Bootstrap.js, Wordpress, GIT, Web standards and accessibility (W3C and s508), HTML, CSS, AJAX, APIs, DOM, Angilar.js, AEM, Eclipse, SVN, Scrum, Sketch, OmniGraffle, GULP, Basecamp, Modular CSS, CQ5, Axure, SASS mixins and functions, JSP, ActionScript, PHP, Wordpress, PHP myAdmin, SQL"
3136,"Over 6+ years of experience in developing professional web applications, Proficient in designing single page applications using React and Redux, Proficient in designing and developing front end using HTML5, CSS3 and JavaScript, Expertise in Bootstrap framework and building responsive website for both desktop and mobile browser users, Strong Experience on working Cross Browser issues handling, Strong Experience in dealing with CSS Animations, Backgrounds, Layouts, Positioning, Text, CSS Box Model, Pseudo Classes and Pseudo Elements, Good Web Application debugging skills using Chrome Developers Tool and Firebug, Good understanding and experience with Object Oriented Programming concepts, Highly exposed to various databases such as My SQL, PostgreSQL, and MongoDB, Knowledge in developing applications using SCRUM methodology, Good understanding of GIT source for version control management, Experience in performing unit-testing using Jest and Jasmine, Experience in optimization of front end code for multiple browsers, platforms, and devices with a keen focus on accessibility, site performance and scalability, Excellent communication skills and can work in a team as well as an individual"
3137,"Front End, UI, Javascript, React, Front-End"
3138,"Build digital product from scratch, New front / back functionalities, Analyze / estimate tasks, Code reviewing, React, Redux, AWS Amplify, Material UI, Formik, Sass, Node, Express, MongoDB, Mongoose, Mocha/Chai, Joi, Docker, AWS S3, Lambda, Cognito, Scrum, Git, Bitbucket, Sagas, Jest, Enzyme, Polymer, html5, css3, Js, Es6, Jquery, Reactjs, router, react context api, Redux, thunk, forms, Expressjs, git, sass, Google Tag Manager, Google Analytics, Php, Laravel (4.2, 5.5), Jenkins, gulpjs, Nodejs, Expressjs, git, sass, sql, Wordpress, Firebase, VBA apps Development and maintenance of applications, Process optimization, Data analysis and reports, Microsoft Excell"
3139,"Developed front-end solutions, Managed work assignments, Updated and maintained Commerce wiki, Served as team Slack administrator, Led Runbook initiative, Monitored roadblocks, Tested NewRelic, Created onboarding documents, Initiated Runbook project, Implemented rotating support model, Reengineered team wiki, Led projects, Functioned as team Slack and Outlook admin, Resuscitated struggling Forms team, Prioritized and managed projects, Built and maintained forms team code libraries and wikis"
3140,"SAP SuccessFactors configuration, data migration, system testing, project management, change management, finance expense reduction, user loyalty increase, API development, survey software, data collection, Data Science Jobs Board, charitable article recommendation platform, financial transparency of NPOs, conference website, landing pages, crowdfunding platform, WeChat application, e-commerce website, RESTful APIs, Back End GUI, API integration, natural language processing, language data processing, analysis, machine learning"
